,n,$/beta_{xz}$,$c_q$,q_d,# perm,nce_style,d_Z,beta_xy,snr_xz,sep,EFF est w,true_w_q_corr,KS pval,KS stat,uniform-dev,p_a=0.001,p_a=0.01,p_a=0.025,p_a=0.05,p_a=0.1
363,10000,0.05,1.0,2,250,random_uniform,50,0.005,0.0004882812500000003,False,3723.74609375,-0.0010211749376437178,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
362,10000,0.05,1.0,2,250,random_uniform,50,0.005,0.0004882812500000003,True,3767.76708984375,0.0057783759650285454,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
361,10000,0.05,1.0,2,250,NCE_Q,50,0.005,0.0004882812500000003,False,4182.1162109375,0.08270587752373457,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
360,10000,0.05,1.0,2,250,NCE_Q,50,0.005,0.0004882812500000003,True,4089.926025390625,0.06306517226036579,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
98,10000,0.05,1.0,2,250,rulsif,15,0.001,0.00014648437500000008,True,131.61355590820312,-0.0060985969455183125,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
126,10000,0.05,1.0,2,250,rulsif,15,0.002,0.00014648437500000008,False,102.67176055908203,-0.012643286592675588,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
355,5000,0.05,1.0,2,250,random_uniform,50,0.005,0.0004882812500000003,False,1888.4710693359375,-0.029845619256978026,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
354,5000,0.05,1.0,2,250,random_uniform,50,0.005,0.0004882812500000003,True,1881.1065673828125,-0.01736142526445461,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
227,10000,0.05,1.0,2,250,NCE_Q,50,0.0,0.0004882812500000003,True,4073.254638671875,0.05385399036428651,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
229,10000,0.05,1.0,2,250,random_uniform,50,0.0,0.0004882812500000003,True,3769.5966796875,-0.01312158157845637,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
125,10000,0.05,1.0,2,250,rulsif,15,0.002,0.00014648437500000008,True,161.06356811523438,-0.01137504067917593,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
118,10000,0.05,1.0,2,250,real_TRE_Q,15,0.002,0.00014648437500000008,True,4231.984375,-0.10122024596338544,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
124,10000,0.05,1.0,2,250,random_uniform,15,0.002,0.00014648437500000008,False,3749.399169921875,-0.015825330798343275,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
