,n,$/beta_{xz}$,$c_q$,q_d,# perm,nce_style,d_Z,beta_xy,EFF est w,true_w_q_corr,KS pval,KS stat,uniform-dev,p_a=0.001,p_a=0.01,p_a=0.05,p_a=0.1
179,1000,0.5,0.5,2,250,real_TRE_Q,50,0.25,493.2899169921875,-0.0639598597271989,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
180,1000,0.5,0.5,2,250,NCE_Q,50,0.25,496.41680908203125,-0.10823431917296922,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
135,1000,0.5,1.0,2,250,real_TRE_Q,15,0.25,496.4988098144531,-0.04051391092483198,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
108,10000,0.5,1.0,2,250,real_TRE_Q,50,0.5,4986.76025390625,-0.011451073329316611,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
133,1000,0.5,1.0,2,250,real_TRE_Q,15,0.1,496.0364990234375,-0.03925479644131985,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
51,10000,0.5,1.0,2,250,real_TRE_Q,3,0.1,4983.33349609375,-0.053374287007895385,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
28,5000,0.5,1.0,2,250,NCE_Q,50,0.25,2496.671875,-0.01091228099932884,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
29,5000,0.5,1.0,2,250,real_TRE_Q,50,0.5,2474.759521484375,-0.00870012772166955,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
30,5000,0.5,1.0,2,250,NCE_Q,50,0.5,2467.7802734375,0.015578672077851321,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
31,5000,0.5,1.0,2,250,real_TRE_Q,50,0.0,2482.012451171875,-0.013848968733158752,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
32,5000,0.5,1.0,2,250,NCE_Q,50,0.0,2492.14208984375,-0.02001951779285369,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
33,5000,0.5,0.75,2,250,real_TRE_Q,50,0.1,2482.094482421875,-0.02197037980884095,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
34,5000,0.5,0.75,2,250,NCE_Q,50,0.1,2495.484130859375,0.017433142896922514,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
35,1000,0.5,0.75,2,250,NCE_Q,3,0.5,495.6015930175781,0.024813686744790946,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
36,5000,0.5,0.75,2,250,real_TRE_Q,50,0.25,2482.28759765625,0.07879856815719886,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
